table_check,URL,qualification,Expertise,Titles,First Name,Last Name
"พุธ 08:00 - 12:00 น. สัปดาห์ที่ 5 08:00 - 12:00 น. สัปดาห์ที่ 1 08:00 - 13:00 น. สัปดาห์ที่ 2,4 08:00 - 13:00 น. สัปดาห์ที่ 3 13:00 - 15:30 น. สัปดาห์ที่ 5 14:00 - 17:00 น. สัปดาห์ที่ 3 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 15:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 4 13:00 - 16:00 น. สัปดาห์ที่ 4 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1060,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2555วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2559วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561วุฒิบัตรสาขาอายุรศาสตร์ต่อมไร้ท่อและเมตะบอลิสม คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2564,อายุรศาสตร์ต่อมไร้ท่อและเมตะบอลิสม,นพ,สวราชย์,โชคสกุลวงษ์
"อังคาร 09:00 - 10:30 น. สัปดาห์ที่ 1,2,3,4,5 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 11:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 15:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 13:00 น. สัปดาห์ที่ 5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 13:24 น. สัปดาห์ที่ 1,2,3,4,5 14:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 11:00 น. สัปดาห์ที่ 1,2,3,4,5 11:36 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 13:24 น. สัปดาห์ที่ 1,2,3,4,5 14:36 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=708,อย่าให้ลำไส้แปรปรวนรบกวนชีวิตคุณ,โรคระบบทางเดินอาหาร,นพ,สหรัฐ,จารุพงศ์ประภา
"พุธ 13:00 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 13:00 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=193,โรคหัวใจ ใครเสี่ยง?,การรักษาภาวะหัวใจเต้นผิดจังหวะ,รศ. นพ,สัชชนะ,พุ่มพฤกษ์
"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=534,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2549วุฒิบัตรสาขารังสีวิทยาทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2555วุฒิบัตรสาขารังสีร่วมรักษาระบบลำตัว คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,รังสีวินิจฉัย,ผศ. นพ,สาธิต,โรจน์วัชราภิบาล
"อาทิตย์ 08:30 - 12:00 น. สัปดาห์ที่ 2,3,4",https://www.siphhospital.com/th/medical-services/doctor-biography?id=403,,ทันตกรรมสำหรับเด็ก,ทพญ,สายศุภี,อารยสันติวงษ์
"จันทร์ 09:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=55,ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),ผู้มีบุตรยาก,รศ. นพ,สิงห์เพ็ชร,สุขสมปอง
"พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=189,แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลวุฒิบัตรสาขาศัลยศาสตร์ คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่นวุฒิบัตรสาขาศัลยศาสตร์ตกแต่ง คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,ศัลยศาสตร์ตกแต่ง,ผศ. นพ,สิทธิโชค,ทวีประดิษฐ์ผล
"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=154,,รังสีวินิจฉัย,รศ. นพ,สิทธิพงศ์,ศรีสัจจากุล
"อังคาร 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=246,ปัสสาวะบ่อย ปัสสาวะขัดกระเพาะปัสสาวะอักเสบหรือเปล่า?,การผ่าตัดมะเร็งต่อมลูกหมากโดยใช้หุ่นยนต์,รศ. นพ,สิทธิพร,ศรีนวลนัด
"อังคาร 15:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 08:00 - 12:00 น. สัปดาห์ที่ 2,4,5 08:00 - 12:00 น. สัปดาห์ที่ 1,3 13:00 - 19:00 น. สัปดาห์ที่ 1,3 15:30 - 19:00 น. สัปดาห์ที่ 2,4,5 พฤหัสบดี 08:00 - 09:00 น. สัปดาห์ที่ 1,2,3,4,5 08:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 11:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 13:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 13:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 18:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 13:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1274,โรคผิวหนัง ในหน้าร้อน ป้องกันได้,ตจวิทยา,นพ,สิทธิโรจน์,อรุณขจรศักดิ์
"จันทร์ 16:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=67,"Neuro-Oncology Fellowship, Duke University Medical Center, Durham, NCประเทศสหรัฐอเมริกา พ.ศ.2550Diplomate, American Board of Psychiatry and Neurologyพ.ศ.2548Neurology Residency, Duke University Medical Center, Durham, NCประเทศสหรัฐอเมริกา พ.ศ.2547Internal Medicine Internship, Duke University Medical Center, Durham, NCประเทศสหรัฐอเมริกา พ.ศ.2544Research Fellowship in Neuroimmunology, Mayo Clinic, Rochester, MNประเทศสหรัฐอเมริกา พ.ศ.2543แพทยศาสตรบัณฑิต (เกียรตินิยมอันดับ 1) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2541",โรคเนื้องอกสมอง ภาวะแทรกซ้อนทางระบบประสาทจากโรคมะเร็ง โรคทางสมองและระบบประสาททั่วไป,รศ. นพ,สิทธิ์,สาธรสุเมธี
"อังคาร 07:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 07:00 - 16:00 น. สัปดาห์ที่ 5 พฤหัสบดี 12:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 13:00 - 12:00 น. สัปดาห์ที่ 5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4 07:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=645,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2550วุฒิบัตรสาขากุมารเวชศาสตร์ แพทยสภาวุฒิบัตรอนุสาขากุมารเวชศาสตร์โรคภูมิแพ้และภูมิคุ้มกัน แพทยสภา,กุมารเวชศาสตร์โรคภูมิแพ้และอิมมูโนวิทยา,พญ,สินจิรา,โสมานันท์
"อังคาร 09:00 - 11:15 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=637,มะเร็ง คืออะไร? (Cancer),"อายุรศาสตร์โลหิตวิทยา, อายุรศาสตร์ทั่วไป",พญ,สินี,สุขพันธ์
"พุธ 17:00 - 19:00 น. สัปดาห์ที่ 2,4,5 ศุกร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=583,"แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2547Internal Medicine Residency, Huron Hospital, Cleveland Clinical Health Systemประเทศสหรัฐอเมริกา พ.ศ.2553Endocrinology Fellowship, University of Wisconsinประเทศสหรัฐอเมริกา พ.ศ.2555",เบาหวานและต่อมไร้ท่อ,ผศ. พญ,สิรินาถ,สิรินทร์วราวงศ์
"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,3,5 09:00 - 12:00 น. สัปดาห์ที่ 2,4 อังคาร 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1174,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2558วุฒิบัตรสาขาอายุรศาสตร์โรคระบบทางเดินหายใจและภาวะวิกฤตโรคระบบการหายใจคณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561,อายุรศาสตร์โรคระบบทางเดินหายใจ,พญ,สิริภัทร,ภัทโรดม
"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:00 - 09:40 น. สัปดาห์ที่ 1,2,3,4,5 10:20 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 13:40 น. สัปดาห์ที่ 1,2,3,4,5 14:20 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 13:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 14:40 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 10:40 น. สัปดาห์ที่ 2,4 11:20 - 12:00 น. สัปดาห์ที่ 2,4 13:00 - 14:00 น. สัปดาห์ที่ 2,4 14:40 - 16:00 น. สัปดาห์ที่ 2,4 อาทิตย์ 09:00 - 10:00 น. สัปดาห์ที่ 1,2,3,4,5 11:20 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 13:40 น. สัปดาห์ที่ 1,2,3,4,5 14:20 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1191,แพทยศาสตร์บัณฑิต เกียรตินิยมอันดับ 1 คณะแพทยศาสตร์ มหาวิทยาลัยเชียงใหม่ พ.ศ.2553วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ มหาวิทยาลัยเชียงใหม่ พ.ศ.2557วิทยาศาสตร์มหาบัณฑิต คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย พ.ศ.2560วุฒิบัตรสาขาอายุรศาสตร์โรคระบบทางเดินอาหาร คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย พ.ศ.2560,อายุรศาสตร์โรคระบบทางเดินอาหาร,พญ,สิริลักษณ์,ปัญจวีณิน
"จันทร์ 09:30 - 11:00 น. สัปดาห์ที่ 1,3,5 พฤหัสบดี 08:30 - 11:00 น. สัปดาห์ที่ 1,3 เสาร์ 07:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=251,,ศัลยศาสตร์ศีรษะ คอ และเต้านม,รศ.ดร. นพ,สืบวงศ์,จุฑาภิสิทธิ์
"พฤหัสบดี 07:30 - 08:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=577,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2541วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2547วุฒิบัตรสาขาอายุรศาสตร์โรตไต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552,อายุรศาสตร์โรคไต,ผศ. นพ,สุกิจ,รักษาสุข
กรุณานัดล่วงหน้า,https://www.siphhospital.com/th/medical-services/doctor-biography?id=629,"แพทย์ประจำบ้านสาขาจักษุวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2547แพทย์ประจำบ้านต่อยอดสาขาจักษุวิทยากระจกตาและการแก้ไขสายตา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2548Research Fellow in Cornea and Refractive Surgery Cullen Eye Institute, Baylor College of Medicine, Houston, TX, พ.ศ.2551Research Fellow in Cornea and Refractive Surgery, Vision Rehabilitation, Massachusetts Eye and Ear Infirmary, Boston, USA, พ.ศ.2551",กระจกตา และ แก้ไขสายตาด้วยเลเซอร์ เลสิก,รศ. พญ,สุขศรี,โชติกวณิชย์
"จันทร์ 17:00 - 18:48 น. สัปดาห์ที่ 1,3",https://www.siphhospital.com/th/medical-services/doctor-biography?id=355,การถนอมสายตา,จักษุวิทยาเด็กและตาเข,ผศ. พญ,สุชาดา,กัมปนาทแสนยากร
"พุธ 09:00 - 10:50 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 16:00 - 10:30 น. สัปดาห์ที่ 5 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=58,แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2537ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก (สูติศาสตร์นรีเวชวิทยา) พ.ศ.2541วุฒิบัตรสาขาสูติศาสตร์และนรีเวชวิทยา พ.ศ.2543วุฒิบัตรสาขาเวชศาสตร์ครอบครัว พ.ศ.2546วุฒิบัตรอนุสาขาเวชศาสตร์การเจริญพันธุ์ พ.ศ.2553,ต่อมไร้ท่อทางนรีเวชและวัยทอง,รศ. พญ,สุชาดา,อินทวิวัฒน์
"พฤหัสบดี 14:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=179,,อายุรศาสตร์โรคไต,อ. นพ,สุชาย,ศรีทิพยวรรณ
"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5 14:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=349,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยธรรมศาสตร์ พ.ศ.2551ประกาศนียบัตรบัณฑิตชั้นสูงวิทยาศาสตร์การแพทย์คลินิก พ.ศ.2555วุฒิบัตรอายุรศาสตร์ทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556,อายุรศาสตร์ทั่วไป,นพ,สุทธิรักษ์,สิตะโปสะ
กรุณานัดล่วงหน้า,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1098,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน,นพ,สุทธิศักดิ์,วัฒนสารสมบูรณ์
"จันทร์ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=281,เบาหวานป้องกันได้,ต่อมไร้ท่อและเมตะบอลิสม,ศ. นพ,สุทิน,ศรีอัษฎาพร
"อังคาร 14:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=661,,ศัลยศาสตร์หลอดเลือด,ผศ. นพ,สุธีคณิต,หัถพรสวรรค์
"พฤหัสบดี 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=113,นอนกรน โรคหยุดหายใจขณะหลับ(Obstructive Sleep Apnea),รับ Case general (ENT) 1. Dysphagia (กลืนลำบาก) 2. Thyroid 3. Cancer larnygeal (มะเร็งกล่องเสียง) 4. Larnygeal hypopharyng) Remark: 1. ไม่รับ Vertigo,อ. พญ,สุนันท์,องอาจ
"พุธ 14:30 - 15:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 12:00 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=247,ปัสสาวะบ่อย ปัสสาวะขัดกระเพาะปัสสาวะอักเสบหรือเปล่า?,โรคต่อมลูกหมาก,รศ. นพ,สุนัย,ลีวันแสงทอง
"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 11:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 07:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=348,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยศรีนครินทรวิโรฒ พ.ศ.2551วุฒิบัตรอายุรศาสตร์ทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557,อายุรศาสตร์ทั่วไป,พญ,สุนิดา,ไชยเนตร
"จันทร์ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=384,,อายุรศาสตร์โรคระบบทางเดินอาหาร,ผศ. นพ,สุพจน์,นิ่มอนงค์
"จันทร์ 13:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=700,“โนโรไวรัส” Norovirusโรคระบาดในเด็ก,โรคติดเชื้อ,อ. พญ,สุพัตรา,รุ่งไมตรี
"ศุกร์ 13:40 - 15:56 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:40 - 11:56 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=388,แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ. 2550วุฒิบัตรสาขาจักษุวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ. 2556,จอตา และวุ้นตา,รศ. นพ,สุภเลิศ,ประคุณหังสิต
"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 18:00 น. สัปดาห์ที่ 5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=59,ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),สูติศาสตร์นรีเวชวิทยา,รศ. นพ,สุภักดี,จุลวิจิตรพงษ์
"จันทร์ 16:30 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=299,,ต่อมไร้ท่อและเมตาบอลิสมในเด็กและวัยรุ่น,ศ.คลินิก พญ,สุภาวดี,ลิขิตมาศกุล
"พฤหัสบดี 14:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 14:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=1172,แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557ประกาศนียบัตรบัณฑิตชั้นสูง (เวชศาสตร์ฟื้นฟู) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561วุฒิบัตรสาขาเวชศาสตร์ฟื้นฟู คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2563,"Musculoskeletal pain management, Neurological rehabilitation, General rehabilitation",อ. พญ,สุมนา,ศรีสูงเนิน
"พฤหัสบดี 08:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4",https://www.siphhospital.com/th/medical-services/doctor-biography?id=727,การถนอมสายตา,จักษุวิทยา,รศ. พญ,สุมาลี,หวังวีรวงศ์
"เสาร์ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=15,โรคมือ เท้า ปาก(hand-foot-and-mouth disease),ประสาทวิทยา,รศ. นพ,สุรชัย,ลิขสิทธิ์วัฒนกุล
กรุณานัดล่วงหน้า,https://www.siphhospital.com/th/medical-services/doctor-biography?id=326,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน,นพ,สุรเดช,เชื้อพานิช
"จันทร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=170,,อายุรศาสตร์โรคติดเชื้อ,ผศ. นพ,สุรพล,กอบวรรธนะกุล
กรุณานัดล่วงหน้า,https://www.siphhospital.com/th/medical-services/doctor-biography?id=603,"แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลAmerican Board Internal Medicine, University of Maryland ประเทศสหรัฐอเมริกาAmerican Board Infectious Disease ประเทศสหรัฐอเมริกาอนุมัติบัตรสาขาอายุรศาสตร์ แพทยสภาอนุมัติบัตรสาขาอายุรศาสตร์โรคติดเชื้อ แพทยสภาวุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา",-,ศ.เกียรติคุณ นพ,สุรพล,สุวรรณกูล
กรุณานัดล่วงหน้า,https://www.siphhospital.com/th/medical-services/doctor-biography?id=448,,อายุรศาสตร์โลหิตวิทยา,ศ. นพ,สุรพล,อิสรไกรศีล
"พุธ 08:00 - 11:15 น. สัปดาห์ที่ 3 12:00 - 14:00 น. สัปดาห์ที่ 1,2,4,5 ศุกร์ 07:30 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=165,,อายุรศาสตร์โรคข้อและรูมาติซั่ม,ศ.คลินิก นพ,สุรศักดิ์,นิลกานุวงศ์
"อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 19:00 น. สัปดาห์ที่ 5 พุธ 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4 16:00 - 23:59 น. สัปดาห์ที่ 5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=60,ประจำเดือนมาไม่ปกติ บอกอะไร?,สูติศาสตร์นรีเวชวิทยา,รศ. นพ,สุรศักดิ์,อังสุวัฒนา
"จันทร์ 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=118,,อายุรศาสตร์เวชบำบัดวิกฤต,รศ. นพ,สุรัตน์,ทองอยู่
"เสาร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=16,,พัฒนาการเด็ก,ผศ. พญ,สุรีย์ลักษณ์,สุจริตพงศ์
"จันทร์ 16:30 - 18:30 น. สัปดาห์ที่ 1,2,3,4,5",https://www.siphhospital.com/th/medical-services/doctor-biography?id=71,"แพทยศาสตรบัณฑิต (เกียรตินิยมอันดับ 1) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2533Internal Medicine Internship and Residency, University Hospitals of Cleveland, Case Western Reserve University School of Medicine, Cleveland, Ohioพ.ศ.2539Pulmonary/Critical Care Medicine Fellowship, University of California, San Diego, Californiaพ.ศ.2542",อายุรศาสตร์โรคระบบทางเดินหายใจ (Pulmonary Disease and Critical Care Medicine),รศ. พญ,สุรีย์,สมประดีกุล
